packet_id,flow_id,priority,arrival_time_ms,outcome,service_time_ms,finish_time_ms,waiting_ms,sojourn_ms,deadline_ms,is_deadline_missed,tx_count,bler,is_success
ETC-000130,ETC,1,721,delivered,721,722,0,1,1,False,1,0.001,True
ETC-000131,ETC,1,722,delivered,722,723,0,1,1,False,1,0.001,True
SRP-000036,SRP,3,720,delivered,723,724,3,4,50,False,1,0.05,True
HRP-000181,HRP,2,724,delivered,724,725,0,1,4,False,1,0.01,True
HRP-000182,HRP,2,728,delivered,728,729,0,1,4,False,1,0.01,True
HRP-000183,HRP,2,732,delivered,732,733,0,1,4,False,1,0.01,True
ETC-000132,ETC,1,733,delivered,733,734,0,1,1,False,1,0.001,True
HRP-000184,HRP,2,736,delivered,736,737,0,1,4,False,1,0.01,True
HRP-000185,HRP,2,740,delivered,740,741,0,1,4,False,1,0.01,True
SRP-000037,SRP,3,740,delivered,741,742,1,2,50,False,1,0.05,True
HRP-000186,HRP,2,744,delivered,744,745,0,1,4,False,1,0.01,True
ETC-000133,ETC,1,748,delivered,748,749,0,1,1,False,1,0.001,True
ETC-000134,ETC,1,749,delivered,749,750,0,1,1,False,1,0.001,True
HRP-000187,HRP,2,748,delivered,750,751,2,3,4,False,1,0.01,True
HRP-000188,HRP,2,752,delivered,752,753,0,1,4,False,1,0.01,True
ETC-000135,ETC,1,753,delivered,753,754,0,1,1,False,1,0.001,True
ETC-000136,ETC,1,754,delivered,754,755,0,1,1,False,1,0.001,True
HRP-000189,HRP,2,756,tx_fail_requeue,756,757,0,1,4,False,1,0.01,False
HRP-000189,HRP,2,756,delivered,757,758,1,2,4,False,2,0.01,True
HRP-000190,HRP,2,760,delivered,760,761,0,1,4,False,1,0.01,True
SRP-000038,SRP,3,760,delivered,761,762,1,2,50,False,1,0.05,True
ETC-000137,ETC,1,762,delivered,762,763,0,1,1,False,1,0.001,True
HRP-000191,HRP,2,764,delivered,764,765,0,1,4,False,1,0.01,True
HRP-000192,HRP,2,768,delivered,768,769,0,1,4,False,1,0.01,True
ETC-000138,ETC,1,770,delivered,770,771,0,1,1,False,1,0.001,True
ETC-000139,ETC,1,771,delivered,771,772,0,1,1,False,1,0.001,True
HRP-000193,HRP,2,772,delivered,772,773,0,1,4,False,1,0.01,True
ETC-000140,ETC,1,775,delivered,775,776,0,1,1,False,1,0.001,True
HRP-000194,HRP,2,776,delivered,776,777,0,1,4,False,1,0.01,True
ETC-000141,ETC,1,779,delivered,779,780,0,1,1,False,1,0.001,True
HRP-000195,HRP,2,780,delivered,780,781,0,1,4,False,1,0.01,True
ETC-000142,ETC,1,781,delivered,781,782,0,1,1,False,1,0.001,True
SRP-000039,SRP,3,780,delivered,782,783,2,3,50,False,1,0.05,True
HRP-000196,HRP,2,784,delivered,784,785,0,1,4,False,1,0.01,True
HRP-000197,HRP,2,788,delivered,788,789,0,1,4,False,1,0.01,True
ETC-000143,ETC,1,792,delivered,792,793,0,1,1,False,1,0.001,True
HRP-000198,HRP,2,792,delivered,793,794,1,2,4,False,1,0.01,True
ETC-000144,ETC,1,795,delivered,795,796,0,1,1,False,1,0.001,True
HRP-000199,HRP,2,796,delivered,796,797,0,1,4,False,1,0.01,True
ETC-000145,ETC,1,797,delivered,797,798,0,1,1,False,1,0.001,True
HRP-000200,HRP,2,800,delivered,800,801,0,1,4,False,1,0.01,True
ETC-000146,ETC,1,801,delivered,801,802,0,1,1,False,1,0.001,True
SRP-000040,SRP,3,800,delivered,802,803,2,3,50,False,1,0.05,True
HRP-000201,HRP,2,804,tx_fail_requeue,804,805,0,1,4,False,1,0.01,False
HRP-000201,HRP,2,804,delivered,805,806,1,2,4,False,2,0.01,True
ETC-000147,ETC,1,808,delivered,808,809,0,1,1,False,1,0.001,True
HRP-000202,HRP,2,808,delivered,809,810,1,2,4,False,1,0.01,True
ETC-000148,ETC,1,810,delivered,810,811,0,1,1,False,1,0.001,True
ETC-000149,ETC,1,812,delivered,812,813,0,1,1,False,1,0.001,True
HRP-000203,HRP,2,812,delivered,813,814,1,2,4,False,1,0.01,True
HRP-000204,HRP,2,816,delivered,816,817,0,1,4,False,1,0.01,True
HRP-000205,HRP,2,820,delivered,820,821,0,1,4,False,1,0.01,True
SRP-000041,SRP,3,820,delivered,821,822,1,2,50,False,1,0.05,True
HRP-000206,HRP,2,824,delivered,824,825,0,1,4,False,1,0.01,True
HRP-000207,HRP,2,828,delivered,828,829,0,1,4,False,1,0.01,True
HRP-000208,HRP,2,832,delivered,832,833,0,1,4,False,1,0.01,True
HRP-000209,HRP,2,836,delivered,836,837,0,1,4,False,1,0.01,True
ETC-000150,ETC,1,839,delivered,839,840,0,1,1,False,1,0.001,True
HRP-000210,HRP,2,840,delivered,840,841,0,1,4,False,1,0.01,True
SRP-000042,SRP,3,840,delivered,841,842,1,2,50,False,1,0.05,True
HRP-000211,HRP,2,844,delivered,844,845,0,1,4,False,1,0.01,True
ETC-000151,ETC,1,845,delivered,845,846,0,1,1,False,1,0.001,True
ETC-000152,ETC,1,848,delivered,848,849,0,1,1,False,1,0.001,True
HRP-000212,HRP,2,848,delivered,849,850,1,2,4,False,1,0.01,True
ETC-000153,ETC,1,852,delivered,852,853,0,1,1,False,1,0.001,True
ETC-000154,ETC,1,853,delivered,853,854,0,1,1,False,1,0.001,True
HRP-000213,HRP,2,852,delivered,854,855,2,3,4,False,1,0.01,True
ETC-000155,ETC,1,855,delivered,855,856,0,1,1,False,1,0.001,True
HRP-000214,HRP,2,856,delivered,856,857,0,1,4,False,1,0.01,True
ETC-000156,ETC,1,858,delivered,858,859,0,1,1,False,1,0.001,True
HRP-000215,HRP,2,860,delivered,860,861,0,1,4,False,1,0.01,True
SRP-000043,SRP,3,860,delivered,861,862,1,2,50,False,1,0.05,True
ETC-000157,ETC,1,863,delivered,863,864,0,1,1,False,1,0.001,True
HRP-000216,HRP,2,864,delivered,864,865,0,1,4,False,1,0.01,True
ETC-000158,ETC,1,865,delivered,865,866,0,1,1,False,1,0.001,True
ETC-000159,ETC,1,867,delivered,867,868,0,1,1,False,1,0.001,True
ETC-000160,ETC,1,868,delivered,868,869,0,1,1,False,1,0.001,True
HRP-000217,HRP,2,868,delivered,869,870,1,2,4,False,1,0.01,True
HRP-000218,HRP,2,872,delivered,872,873,0,1,4,False,1,0.01,True
ETC-000161,ETC,1,873,delivered,873,874,0,1,1,False,1,0.001,True
ETC-000162,ETC,1,875,delivered,875,876,0,1,1,False,1,0.001,True
HRP-000219,HRP,2,876,delivered,876,877,0,1,4,False,1,0.01,True
HRP-000220,HRP,2,880,delivered,880,881,0,1,4,False,1,0.01,True
SRP-000044,SRP,3,880,delivered,881,882,1,2,50,False,1,0.05,True
HRP-000221,HRP,2,884,delivered,884,885,0,1,4,False,1,0.01,True
ETC-000163,ETC,1,887,delivered,887,888,0,1,1,False,1,0.001,True
HRP-000222,HRP,2,888,delivered,888,889,0,1,4,False,1,0.01,True
HRP-000223,HRP,2,892,delivered,892,893,0,1,4,False,1,0.01,True
HRP-000224,HRP,2,896,delivered,896,897,0,1,4,False,1,0.01,True
ETC-000164,ETC,1,897,delivered,897,898,0,1,1,False,1,0.001,True
ETC-000165,ETC,1,898,delivered,898,899,0,1,1,False,1,0.001,True
ETC-000166,ETC,1,900,delivered,900,901,0,1,1,False,1,0.001,True
HRP-000225,HRP,2,900,delivered,901,902,1,2,4,False,1,0.01,True
SRP-000045,SRP,3,900,delivered,902,903,2,3,50,False,1,0.05,True
HRP-000226,HRP,2,904,delivered,904,905,0,1,4,False,1,0.01,True
ETC-000167,ETC,1,906,delivered,906,907,0,1,1,False,1,0.001,True
ETC-000168,ETC,1,908,delivered,908,909,0,1,1,False,1,0.001,True
ETC-000169,ETC,1,909,delivered,909,910,0,1,1,False,1,0.001,True
HRP-000227,HRP,2,908,delivered,910,911,2,3,4,False,1,0.01,True
HRP-000228,HRP,2,912,delivered,912,913,0,1,4,False,1,0.01,True
HRP-000229,HRP,2,916,delivered,916,917,0,1,4,False,1,0.01,True
HRP-000230,HRP,2,920,delivered,920,921,0,1,4,False,1,0.01,True
SRP-000046,SRP,3,920,delivered,921,922,1,2,50,False,1,0.05,True
ETC-000170,ETC,1,923,delivered,923,924,0,1,1,False,1,0.001,True
HRP-000231,HRP,2,924,delivered,924,925,0,1,4,False,1,0.01,True
ETC-000171,ETC,1,928,delivered,928,929,0,1,1,False,1,0.001,True
HRP-000232,HRP,2,928,delivered,929,930,1,2,4,False,1,0.01,True
ETC-000172,ETC,1,932,delivered,932,933,0,1,1,False,1,0.001,True
HRP-000233,HRP,2,932,delivered,933,934,1,2,4,False,1,0.01,True
HRP-000234,HRP,2,936,delivered,936,937,0,1,4,False,1,0.01,True
ETC-000173,ETC,1,940,delivered,940,941,0,1,1,False,1,0.001,True
HRP-000235,HRP,2,940,delivered,941,942,1,2,4,False,1,0.01,True
SRP-000047,SRP,3,940,delivered,942,943,2,3,50,False,1,0.05,True
HRP-000236,HRP,2,944,delivered,944,945,0,1,4,False,1,0.01,True
HRP-000237,HRP,2,948,delivered,948,949,0,1,4,False,1,0.01,True
ETC-000174,ETC,1,949,delivered,949,950,0,1,1,False,1,0.001,True
ETC-000175,ETC,1,951,delivered,951,952,0,1,1,False,1,0.001,True
ETC-000176,ETC,1,952,delivered,952,953,0,1,1,False,1,0.001,True
HRP-000238,HRP,2,952,delivered,953,954,1,2,4,False,1,0.01,True
ETC-000177,ETC,1,955,delivered,955,956,0,1,1,False,1,0.001,True
HRP-000239,HRP,2,956,delivered,956,957,0,1,4,False,1,0.01,True
ETC-000178,ETC,1,958,delivered,958,959,0,1,1,False,1,0.001,True
HRP-000240,HRP,2,960,delivered,960,961,0,1,4,False,1,0.01,True
SRP-000048,SRP,3,960,delivered,961,962,1,2,50,False,1,0.05,True
ETC-000179,ETC,1,962,delivered,962,963,0,1,1,False,1,0.001,True
HRP-000241,HRP,2,964,delivered,964,965,0,1,4,False,1,0.01,True
HRP-000242,HRP,2,968,delivered,968,969,0,1,4,False,1,0.01,True
ETC-000180,ETC,1,969,delivered,969,970,0,1,1,False,1,0.001,True
HRP-000243,HRP,2,972,delivered,972,973,0,1,4,False,1,0.01,True
ETC-000181,ETC,1,975,delivered,975,976,0,1,1,False,1,0.001,True
HRP-000244,HRP,2,976,tx_fail_requeue,976,977,0,1,4,False,1,0.01,False
HRP-000244,HRP,2,976,delivered,977,978,1,2,4,False,2,0.01,True
HRP-000245,HRP,2,980,delivered,980,981,0,1,4,False,1,0.01,True
SRP-000049,SRP,3,980,delivered,981,982,1,2,50,False,1,0.05,True
HRP-000246,HRP,2,984,delivered,984,985,0,1,4,False,1,0.01,True
HRP-000247,HRP,2,988,delivered,988,989,0,1,4,False,1,0.01,True
HRP-000248,HRP,2,992,delivered,992,993,0,1,4,False,1,0.01,True
ETC-000182,ETC,1,996,delivered,996,997,0,1,1,False,1,0.001,True
ETC-000183,ETC,1,997,delivered,997,998,0,1,1,False,1,0.001,True
HRP-000249,HRP,2,996,delivered,998,999,2,3,4,False,1,0.01,True
